data,hora,estacao,feriado,dia_util,temperatura,quantidade_de_bikes_utilizadas
2021-01-05,21:00:00,primavera,0,1,9.85,43
2021-01-05,22:00:00,primavera,0,1,9.85,42
2021-01-05,23:00:00,primavera,0,1,12.88,19
2021-01-06,0:00:00,primavera,0,1,12.12,11
2021-01-06,1:00:00,primavera,0,1,11.365,4
2021-01-06,2:00:00,primavera,0,1,11.365,2
2021-01-06,4:00:00,primavera,0,1,9.85,1
2021-01-06,5:00:00,primavera,0,1,9.09,4
2021-01-06,6:00:00,primavera,0,1,8.335,36
2021-01-06,7:00:00,primavera,0,1,11.365,95
2021-01-06,8:00:00,primavera,0,1,11.365,219
2021-01-06,9:00:00,primavera,0,1,12.12,122
2021-01-06,10:00:00,primavera,0,1,12.88,45
2021-01-06,11:00:00,primavera,0,1,12.88,59
2021-01-06,12:00:00,primavera,0,1,14.395,84
2021-01-06,13:00:00,primavera,0,1,13.635,67
2021-01-06,14:00:00,primavera,0,1,13.635,70
2021-01-06,15:00:00,primavera,0,1,13.635,62
2021-01-06,16:00:00,primavera,0,1,12.88,86
2021-01-06,17:00:00,primavera,0,1,11.365,172
2021-01-06,18:00:00,primavera,0,1,11.365,163
2021-01-06,19:00:00,primavera,0,1,12.88,112
2021-01-06,20:00:00,primavera,0,1,10.605,69
2021-01-06,21:00:00,primavera,0,1,10.605,48
2021-01-06,22:00:00,primavera,0,1,10.605,52
2021-01-06,23:00:00,primavera,0,1,9.85,23
2021-01-07,0:00:00,primavera,0,1,9.85,17
2021-01-07,1:00:00,primavera,0,1,9.85,7
2021-01-07,2:00:00,primavera,0,1,9.85,1
2021-01-07,4:00:00,primavera,0,1,10.605,1
2021-01-07,5:00:00,primavera,0,1,13.635,5
2021-01-07,6:00:00,primavera,0,1,12.88,34
2021-01-07,7:00:00,primavera,0,1,10.605,84
2021-01-07,8:00:00,primavera,0,1,9.85,210
2021-01-07,9:00:00,primavera,0,1,9.09,134
2021-01-07,10:00:00,primavera,0,1,9.85,63
2021-01-07,11:00:00,primavera,0,1,9.85,67
2021-01-07,12:00:00,primavera,0,1,9.85,59
2021-01-07,13:00:00,primavera,0,1,9.09,73
2021-01-07,14:00:00,primavera,0,1,9.85,50
2021-01-07,15:00:00,primavera,0,1,10.605,72
2021-01-07,16:00:00,primavera,0,1,10.605,87
2021-01-07,17:00:00,primavera,0,1,12.88,187
2021-01-07,18:00:00,primavera,0,1,11.365,123
2021-01-07,19:00:00,primavera,0,1,9.85,95
2021-01-07,20:00:00,primavera,0,1,10.605,51
2021-01-07,21:00:00,primavera,0,1,9.85,39
2021-01-07,22:00:00,primavera,0,1,9.85,36
2021-01-07,23:00:00,primavera,0,1,9.85,15
2021-01-08,0:00:00,primavera,0,0,9.85,25
2021-01-08,1:00:00,primavera,0,0,10.605,16
2021-01-08,2:00:00,primavera,0,0,12.12,16
2021-01-08,3:00:00,primavera,0,0,9.85,7
2021-01-08,4:00:00,primavera,0,0,9.85,1
2021-01-08,5:00:00,primavera,0,0,8.335,5
2021-01-08,6:00:00,primavera,0,0,8.335,2
2021-01-08,7:00:00,primavera,0,0,9.09,9
2021-01-08,8:00:00,primavera,0,0,9.09,15
2021-01-08,9:00:00,primavera,0,0,9.09,20
2021-01-08,10:00:00,primavera,0,0,9.85,61
2021-01-08,11:00:00,primavera,0,0,9.09,62
2021-01-08,12:00:00,primavera,0,0,9.09,98
2021-01-08,13:00:00,primavera,0,0,9.09,102
2021-01-08,14:00:00,primavera,0,0,8.335,95
2021-01-08,15:00:00,primavera,0,0,8.335,74
2021-01-08,16:00:00,primavera,0,0,6.82,76
2021-01-08,17:00:00,primavera,0,0,6.06,69
2021-01-08,18:00:00,primavera,0,0,6.06,55
2021-01-08,19:00:00,primavera,0,0,6.06,30
2021-01-08,20:00:00,primavera,0,0,6.06,28
2021-01-08,21:00:00,primavera,0,0,5.305,37
2021-01-08,22:00:00,primavera,0,0,5.305,34
2021-01-08,23:00:00,primavera,0,0,3.03,22
2021-01-09,0:00:00,primavera,0,0,3.79,25
2021-01-09,1:00:00,primavera,0,0,3.03,12
2021-01-09,2:00:00,primavera,0,0,3.03,11
2021-01-09,3:00:00,primavera,0,0,3.79,4
2021-01-09,4:00:00,primavera,0,0,4.545,1
2021-01-09,5:00:00,primavera,0,0,4.545,1
2021-01-09,6:00:00,primavera,0,0,4.545,1
2021-01-09,7:00:00,primavera,0,0,4.545,6
2021-01-09,8:00:00,primavera,0,0,4.545,10
2021-01-09,9:00:00,primavera,0,0,3.79,19
2021-01-09,10:00:00,primavera,0,0,5.305,49
2021-01-09,11:00:00,primavera,0,0,6.06,49
2021-01-09,12:00:00,primavera,0,0,6.82,83
2021-01-09,13:00:00,primavera,0,0,8.335,75
2021-01-09,14:00:00,primavera,0,0,9.09,72
2021-01-09,15:00:00,primavera,0,0,9.85,82
2021-01-09,16:00:00,primavera,0,0,8.335,92
2021-01-09,17:00:00,primavera,0,0,7.575,62
2021-01-09,18:00:00,primavera,0,0,6.82,48
2021-01-09,19:00:00,primavera,0,0,6.82,41
2021-01-09,20:00:00,primavera,0,0,6.06,38
2021-01-09,21:00:00,primavera,0,0,5.305,20
2021-01-09,22:00:00,primavera,0,0,6.06,15
2021-01-09,23:00:00,primavera,0,0,6.82,6
2021-01-10,0:00:00,primavera,0,1,6.06,5
2021-01-10,1:00:00,primavera,0,1,6.06,1
2021-01-10,2:00:00,primavera,0,1,6.06,3
2021-01-10,3:00:00,primavera,0,1,6.06,1
2021-01-10,4:00:00,primavera,0,1,6.06,3
2021-01-10,5:00:00,primavera,0,1,5.305,3
2021-01-10,6:00:00,primavera,0,1,6.06,31
2021-01-10,7:00:00,primavera,0,1,6.06,77
2021-01-10,8:00:00,primavera,0,1,6.06,188
2021-01-10,9:00:00,primavera,0,1,6.06,94
2021-01-10,10:00:00,primavera,0,1,6.06,31
2021-01-10,11:00:00,primavera,0,1,6.82,30
2021-01-10,12:00:00,primavera,0,1,9.09,52
2021-01-10,13:00:00,primavera,0,1,9.09,54
2021-01-10,14:00:00,primavera,0,1,9.85,47
2021-01-10,15:00:00,primavera,0,1,9.85,45
2021-01-10,16:00:00,primavera,0,1,10.605,74
2021-01-10,17:00:00,primavera,0,1,11.365,178
2021-01-10,18:00:00,primavera,0,1,9.85,155
2021-01-10,19:00:00,primavera,0,1,8.335,95
2021-01-10,20:00:00,primavera,0,1,8.335,74
2021-01-10,21:00:00,primavera,0,1,6.82,38
2021-01-10,22:00:00,primavera,0,1,7.575,24
2021-01-10,23:00:00,primavera,0,1,7.575,18
2021-01-11,0:00:00,primavera,0,1,8.335,12
2021-01-11,1:00:00,primavera,0,1,7.575,3
2021-01-11,2:00:00,primavera,0,1,7.575,3
2021-01-11,5:00:00,primavera,0,1,9.09,6
2021-01-11,6:00:00,primavera,0,1,9.09,27
2021-01-11,7:00:00,primavera,0,1,11.365,99
2021-01-11,8:00:00,primavera,0,1,10.605,217
2021-01-11,9:00:00,primavera,0,1,9.85,130
2021-01-11,10:00:00,primavera,0,1,10.605,54
2021-01-11,11:00:00,primavera,0,1,10.605,35
2021-01-11,12:00:00,primavera,0,1,11.365,57
2021-01-11,13:00:00,primavera,0,1,11.365,52
2021-01-11,14:00:00,primavera,0,1,11.365,63
2021-01-11,15:00:00,primavera,0,1,9.85,47
2021-01-11,16:00:00,primavera,0,1,7.575,76
2021-01-11,17:00:00,primavera,0,1,7.575,136
2021-01-11,18:00:00,primavera,0,1,9.09,95
2021-01-11,19:00:00,primavera,0,1,11.365,51
2021-01-11,20:00:00,primavera,0,1,7.575,32
2021-01-11,21:00:00,primavera,0,1,9.85,20
2021-01-11,22:00:00,primavera,0,1,9.09,29
2021-01-11,23:00:00,primavera,0,1,9.85,19
2021-01-12,0:00:00,primavera,0,1,9.85,7
2021-01-12,1:00:00,primavera,0,1,9.09,6
2021-01-12,2:00:00,primavera,0,1,7.575,1
2021-01-12,5:00:00,primavera,0,1,7.575,5
2021-01-12,6:00:00,primavera,0,1,7.575,16
2021-01-12,7:00:00,primavera,0,1,7.575,54
2021-01-12,8:00:00,primavera,0,1,8.335,128
2021-01-12,9:00:00,primavera,0,1,6.82,81
2021-01-12,10:00:00,primavera,0,1,9.09,39
2021-01-12,11:00:00,primavera,0,1,9.09,35
2021-01-12,12:00:00,primavera,0,1,7.575,55
2021-01-12,13:00:00,primavera,0,1,9.85,49
2021-01-12,14:00:00,primavera,0,1,9.09,44
2021-01-12,15:00:00,primavera,0,1,8.335,49
2021-01-12,16:00:00,primavera,0,1,9.85,68
2021-01-12,17:00:00,primavera,0,1,9.09,139
2021-01-12,18:00:00,primavera,0,1,7.575,137
2021-01-12,19:00:00,primavera,0,1,7.575,83
2021-01-12,20:00:00,primavera,0,1,6.82,56
2021-01-12,21:00:00,primavera,0,1,6.82,57
2021-01-12,22:00:00,primavera,0,1,6.06,33
2021-01-12,23:00:00,primavera,0,1,5.305,20
2021-01-13,0:00:00,primavera,0,1,6.06,7
2021-01-13,1:00:00,primavera,0,1,6.06,2
2021-01-13,2:00:00,primavera,0,1,6.06,2
2021-01-13,3:00:00,primavera,0,1,6.06,3
2021-01-13,4:00:00,primavera,0,1,6.06,4
2021-01-13,5:00:00,primavera,0,1,6.06,3
2021-01-13,6:00:00,primavera,0,1,7.575,28
2021-01-13,7:00:00,primavera,0,1,7.575,72
2021-01-13,8:00:00,primavera,0,1,6.82,202
2021-01-13,9:00:00,primavera,0,1,6.06,139
2021-01-13,10:00:00,primavera,0,1,6.82,38
2021-01-13,11:00:00,primavera,0,1,8.335,37
2021-01-13,12:00:00,primavera,0,1,8.335,52
2021-01-13,13:00:00,primavera,0,1,9.85,83
2021-01-13,14:00:00,primavera,0,1,9.85,42
2021-01-13,15:00:00,primavera,0,1,10.605,60
2021-01-13,16:00:00,primavera,0,1,10.605,78
2021-01-13,17:00:00,primavera,0,1,9.09,162
2021-01-13,18:00:00,primavera,0,1,9.09,144
2021-01-13,19:00:00,primavera,0,1,7.575,99
2021-01-13,20:00:00,primavera,0,1,7.575,64
2021-01-13,21:00:00,primavera,0,1,6.06,40
2021-01-13,22:00:00,primavera,0,1,6.06,30
2021-01-13,23:00:00,primavera,0,1,6.82,15
2021-01-14,0:00:00,primavera,0,1,6.82,14
2021-01-14,1:00:00,primavera,0,1,6.06,5
2021-01-14,2:00:00,primavera,0,1,6.06,1
2021-01-14,3:00:00,primavera,0,1,6.82,1
2021-01-14,5:00:00,primavera,0,1,6.82,8
2021-01-14,6:00:00,primavera,0,1,9.09,17
2021-01-14,7:00:00,primavera,0,1,6.06,70
2021-01-14,8:00:00,primavera,0,1,8.335,158
2021-01-14,9:00:00,primavera,0,1,7.575,117
2021-01-14,10:00:00,primavera,0,1,9.09,44
2021-01-14,11:00:00,primavera,0,1,8.335,53
2021-01-14,12:00:00,primavera,0,1,9.85,61
2021-01-14,13:00:00,primavera,0,1,9.85,77
2021-01-14,14:00:00,primavera,0,1,10.605,64
2021-01-14,15:00:00,primavera,0,1,12.12,68
2021-01-14,16:00:00,primavera,0,1,12.12,90
2021-01-14,17:00:00,primavera,0,1,11.365,159
2021-01-14,18:00:00,primavera,0,1,12.88,139
2021-01-14,19:00:00,primavera,0,1,9.85,92
2021-01-14,20:00:00,primavera,0,1,12.12,68
2021-01-14,21:00:00,primavera,0,1,11.365,52
2021-01-14,22:00:00,primavera,0,1,11.365,36
2021-01-14,23:00:00,primavera,0,1,12.12,27
2021-01-15,0:00:00,primavera,0,0,12.12,28
2021-01-15,1:00:00,primavera,0,0,9.85,20
2021-01-15,2:00:00,primavera,0,0,9.85,12
2021-01-15,3:00:00,primavera,0,0,11.365,8
2021-01-15,4:00:00,primavera,0,0,11.365,5
2021-01-15,5:00:00,primavera,0,0,11.365,1
2021-01-15,6:00:00,primavera,0,0,8.335,3
2021-01-15,7:00:00,primavera,0,0,10.605,10
2021-01-15,8:00:00,primavera,0,0,7.575,23
2021-01-15,9:00:00,primavera,0,0,9.09,33
2021-01-15,10:00:00,primavera,0,0,9.85,59
2021-01-15,11:00:00,primavera,0,0,9.85,72
2021-01-15,12:00:00,primavera,0,0,11.365,89
2021-01-15,13:00:00,primavera,0,0,12.88,101
2021-01-15,14:00:00,primavera,0,0,14.395,118
2021-01-15,15:00:00,primavera,0,0,15.91,129
2021-01-15,16:00:00,primavera,0,0,16.665,128
2021-01-15,17:00:00,primavera,0,0,15.15,83
2021-01-15,18:00:00,primavera,0,0,14.395,84
2021-01-15,19:00:00,primavera,0,0,15.15,74
2021-01-15,20:00:00,primavera,0,0,15.15,41
2021-01-15,21:00:00,primavera,0,0,15.15,57
2021-01-15,22:00:00,primavera,0,0,15.91,26
2021-01-15,23:00:00,primavera,0,0,14.395,44
2021-01-16,0:00:00,primavera,0,0,15.15,39
2021-01-16,1:00:00,primavera,0,0,13.635,23
2021-01-16,2:00:00,primavera,0,0,14.395,16
2021-01-16,3:00:00,primavera,0,0,13.635,15
2021-01-16,4:00:00,primavera,0,0,12.88,1
2021-01-16,5:00:00,primavera,0,0,12.88,2
2021-01-16,6:00:00,primavera,0,0,12.88,1
2021-01-16,7:00:00,primavera,0,0,10.605,3
2021-01-16,8:00:00,primavera,0,0,10.605,18
2021-01-16,9:00:00,primavera,0,0,10.605,32
2021-01-16,10:00:00,primavera,0,0,10.605,79
2021-01-16,11:00:00,primavera,0,0,11.365,93
2021-01-16,12:00:00,primavera,0,0,10.605,104
2021-01-16,13:00:00,primavera,0,0,11.365,118
2021-01-16,14:00:00,primavera,0,0,13.635,91
2021-01-16,15:00:00,primavera,0,0,12.12,113
2021-01-16,16:00:00,primavera,0,0,11.365,99
2021-01-16,17:00:00,primavera,0,0,10.605,105
2021-01-16,18:00:00,primavera,0,0,10.605,67
2021-01-16,19:00:00,primavera,0,0,9.85,61
2021-01-16,20:00:00,primavera,0,0,9.85,57
2021-01-16,21:00:00,primavera,0,0,9.85,28
2021-01-16,22:00:00,primavera,0,0,10.605,21
2021-01-16,23:00:00,primavera,0,0,11.365,18
2021-01-17,0:00:00,primavera,1,0,9.85,17
2021-01-17,1:00:00,primavera,1,0,9.85,16
2021-01-17,2:00:00,primavera,1,0,8.335,8
2021-01-17,3:00:00,primavera,1,0,9.09,2
2021-01-17,4:00:00,primavera,1,0,9.85,3
2021-01-17,5:00:00,primavera,1,0,9.85,1
2021-01-17,6:00:00,primavera,1,0,9.09,5
2021-01-17,7:00:00,primavera,1,0,9.09,13
2021-01-17,8:00:00,primavera,1,0,7.575,33
2021-01-17,9:00:00,primavera,1,0,7.575,47
2021-01-17,10:00:00,primavera,1,0,7.575,57
2021-01-17,11:00:00,primavera,1,0,7.575,64
2021-01-17,12:00:00,primavera,1,0,9.85,80
2021-01-17,13:00:00,primavera,1,0,9.85,93
2021-01-17,14:00:00,primavera,1,0,10.605,86
2021-01-17,15:00:00,primavera,1,0,10.605,93
2021-01-17,16:00:00,primavera,1,0,10.605,82
2021-01-17,17:00:00,primavera,1,0,9.85,71
2021-01-17,18:00:00,primavera,1,0,8.335,92
2021-01-17,19:00:00,primavera,1,0,9.09,60
2021-01-17,20:00:00,primavera,1,0,7.575,33
2021-01-17,21:00:00,primavera,1,0,7.575,27
2021-01-17,22:00:00,primavera,1,0,6.06,13
2021-01-17,23:00:00,primavera,1,0,6.82,4
2021-01-18,12:00:00,primavera,0,1,9.09,3
2021-01-18,13:00:00,primavera,0,1,9.85,22
2021-01-18,14:00:00,primavera,0,1,11.365,28
2021-01-18,15:00:00,primavera,0,1,11.365,35
2021-01-18,16:00:00,primavera,0,1,11.365,61
2021-01-18,17:00:00,primavera,0,1,11.365,125
2021-01-18,18:00:00,primavera,0,1,11.365,133
2021-01-18,19:00:00,primavera,0,1,11.365,99
2021-01-18,20:00:00,primavera,0,1,13.635,83
2021-01-18,21:00:00,primavera,0,1,12.12,41
2021-01-18,22:00:00,primavera,0,1,12.88,33
2021-01-18,23:00:00,primavera,0,1,13.635,20
2021-01-19,0:00:00,primavera,0,1,13.635,3
2021-01-19,1:00:00,primavera,0,1,11.365,7
2021-01-19,2:00:00,primavera,0,1,11.365,3
2021-01-19,4:00:00,primavera,0,1,11.365,2
2021-01-19,5:00:00,primavera,0,1,12.88,7
2021-01-19,6:00:00,primavera,0,1,12.88,32
2021-01-19,7:00:00,primavera,0,1,12.88,90
2021-01-19,8:00:00,primavera,0,1,12.88,197
2021-01-19,9:00:00,primavera,0,1,12.88,109
2021-01-19,10:00:00,primavera,0,1,13.635,47
2021-01-19,11:00:00,primavera,0,1,15.15,52
2021-01-19,12:00:00,primavera,0,1,15.91,70
2021-01-19,13:00:00,primavera,0,1,20.455,78
2021-01-19,14:00:00,primavera,0,1,20.455,75
2021-01-19,15:00:00,primavera,0,1,20.455,82
2021-01-19,16:00:00,primavera,0,1,19.695,104
2021-01-19,17:00:00,primavera,0,1,16.665,197
2021-01-19,18:00:00,primavera,0,1,15.91,161
2021-01-19,19:00:00,primavera,0,1,14.395,112
2021-01-19,20:00:00,primavera,0,1,15.15,76
2021-01-19,21:00:00,primavera,0,1,14.395,59
2021-01-19,22:00:00,primavera,0,1,15.15,59
2021-01-19,23:00:00,primavera,0,1,13.635,28
2021-02-01,0:00:00,primavera,0,1,9.09,8
2021-02-01,1:00:00,primavera,0,1,9.09,3
2021-02-01,2:00:00,primavera,0,1,11.365,2
2021-02-01,3:00:00,primavera,0,1,11.365,2
2021-02-01,5:00:00,primavera,0,1,10.605,3
2021-02-01,6:00:00,primavera,0,1,10.605,22
2021-02-01,7:00:00,primavera,0,1,11.365,52
2021-02-01,8:00:00,primavera,0,1,11.365,135
2021-02-01,9:00:00,primavera,0,1,11.365,116
2021-02-01,10:00:00,primavera,0,1,11.365,47
2021-02-01,11:00:00,primavera,0,1,12.12,51
2021-02-01,12:00:00,primavera,0,1,12.88,55
2021-02-01,13:00:00,primavera,0,1,12.88,52
2021-02-01,14:00:00,primavera,0,1,12.88,54
2021-02-01,15:00:00,primavera,0,1,14.395,52
2021-02-01,16:00:00,primavera,0,1,12.12,64
2021-02-01,17:00:00,primavera,0,1,14.395,176
2021-02-01,18:00:00,primavera,0,1,12.88,168
2021-02-01,19:00:00,primavera,0,1,12.12,108
2021-02-01,20:00:00,primavera,0,1,11.365,74
2021-02-01,21:00:00,primavera,0,1,11.365,64
2021-02-01,22:00:00,primavera,0,1,12.88,36
2021-02-01,23:00:00,primavera,0,1,9.85,16
2021-02-02,0:00:00,primavera,0,1,12.12,2
2021-02-02,1:00:00,primavera,0,1,11.365,3
2021-02-02,2:00:00,primavera,0,1,11.365,4
2021-02-02,3:00:00,primavera,0,1,11.365,1
2021-02-02,4:00:00,primavera,0,1,10.605,1
2021-02-02,5:00:00,primavera,0,1,12.12,3
2021-02-02,6:00:00,primavera,0,1,12.12,18
2021-02-02,7:00:00,primavera,0,1,10.605,49
2021-02-02,8:00:00,primavera,0,1,10.605,155
2021-02-02,9:00:00,primavera,0,1,12.88,123
2021-02-02,10:00:00,primavera,0,1,13.635,61
2021-02-02,11:00:00,primavera,0,1,11.365,52
2021-02-02,12:00:00,primavera,0,1,11.365,64
2021-02-02,13:00:00,primavera,0,1,16.665,75
2021-02-02,14:00:00,primavera,0,1,19.695,63
2021-02-02,15:00:00,primavera,0,1,19.695,76
2021-02-02,16:00:00,primavera,0,1,16.665,103
2021-02-02,17:00:00,primavera,0,1,15.91,190
2021-02-02,18:00:00,primavera,0,1,14.395,182
2021-02-02,19:00:00,primavera,0,1,12.12,91
2021-02-02,20:00:00,primavera,0,1,9.85,75
2021-02-02,21:00:00,primavera,0,1,9.85,63
2021-02-02,22:00:00,primavera,0,1,10.605,40
2021-02-02,23:00:00,primavera,0,1,8.335,32
2021-02-03,0:00:00,primavera,0,1,8.335,12
2021-02-03,1:00:00,primavera,0,1,7.575,5
2021-02-03,2:00:00,primavera,0,1,8.335,2
2021-02-03,3:00:00,primavera,0,1,8.335,1
2021-02-03,5:00:00,primavera,0,1,6.82,2
2021-02-03,6:00:00,primavera,0,1,6.82,39
2021-02-03,7:00:00,primavera,0,1,6.06,87
2021-02-03,8:00:00,primavera,0,1,6.06,188
2021-02-03,9:00:00,primavera,0,1,6.82,133
2021-02-03,10:00:00,primavera,0,1,7.575,52
2021-02-03,11:00:00,primavera,0,1,6.82,64
2021-02-03,12:00:00,primavera,0,1,9.09,69
2021-02-03,13:00:00,primavera,0,1,8.335,51
2021-02-03,14:00:00,primavera,0,1,9.85,47
2021-02-03,15:00:00,primavera,0,1,9.85,60
2021-02-03,16:00:00,primavera,0,1,10.605,78
2021-02-03,17:00:00,primavera,0,1,9.85,175
2021-02-03,18:00:00,primavera,0,1,10.605,147
2021-02-03,19:00:00,primavera,0,1,12.88,96
2021-02-03,20:00:00,primavera,0,1,11.365,109
2021-02-03,21:00:00,primavera,0,1,10.605,54
2021-02-03,22:00:00,primavera,0,1,10.605,41
2021-02-03,23:00:00,primavera,0,1,11.365,38
2021-02-04,0:00:00,primavera,0,1,12.88,13
2021-02-04,1:00:00,primavera,0,1,11.365,7
2021-02-04,2:00:00,primavera,0,1,8.335,1
2021-02-04,3:00:00,primavera,0,1,8.335,1
2021-02-04,5:00:00,primavera,0,1,7.575,7
2021-02-04,6:00:00,primavera,0,1,11.365,28
2021-02-04,7:00:00,primavera,0,1,10.605,87
2021-02-04,8:00:00,primavera,0,1,7.575,220
2021-02-04,9:00:00,primavera,0,1,9.09,127
2021-02-04,10:00:00,primavera,0,1,10.605,51
2021-02-04,11:00:00,primavera,0,1,11.365,64
2021-02-04,12:00:00,primavera,0,1,12.12,86
2021-02-04,13:00:00,primavera,0,1,12.88,82
2021-02-04,14:00:00,primavera,0,1,13.635,91
